"","MIC_003_HMP","MIC_005_HMP","MIC_006_HMP","MIC_007_HMP","MIC_009_HMP","MIC_010_HMP","MIC_011_HMP","MIC_012_HMP","MIC_013_HMP","MIC_014_HMP","MIC_015_HMP","MIC_016_HMP","MIC_017_HMP","MIC_019_HMP","MIC_020_HMP","MIC_021_HMP","MIC_022_HMP","MIC_023_HMP","MIC_024_HMP","MIC_025_HMP","MIC_026_HMP","MIC_027_HMP","MIC_028_HMP","MIC_029_HMP","MIC_030_HMP","MIC_031_HMP","MIC_032_HMP","MIC_033_HMP","MIC_034_HMP","MIC_036_HMP","MIC_037_HMP","MIC_039_HMP","MIC_040_HMP","MIC_042_HMP","MIC_043_HMP","MIC_044_HMP","MIC_045_HMP","MIC_047_HMP","MIC_049_HMP","MIC_050_HMP","MIC_052_HMP","MIC_053_HMP","MIC_054_HMP","MIC_055_HMP","MIC_056_HMP","MIC_057_HMP","MIC_058_HMP","MIC_059_HMP","MIC_062_HMP","MIC_063_HMP","MIC_064_HMP","MIC_065_HMP","MIC_066_HMP","MIC_067_HMP"
"Otu0112",9,1,0,2,15,1,8,0,0,0,0,1,1,15,10,8,0,1,0,0,0,0,3,9,0,0,8,0,1,1,0,0,0,11,0,0,0,18,1,2,0,7,0,0,0,1,1,1,0,0,1,0,0,0
"Otu0113",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,6,5,0,0,111,0,1,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1
"Otu0114",0,0,5,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,1,0,2,25,1,0,0,0,0,1,22,26,9,1,14,0,0,0,8,0,1,0,1,0,7,0
"Otu0115",0,0,0,0,0,0,0,0,67,0,0,0,1,0,0,0,0,41,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu0116",0,0,2,0,1,0,0,50,0,22,0,0,0,0,0,0,0,0,2,0,0,0,1,0,32,10,0,0,0,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Otu0117",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52,63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu0118",0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,2,4,64,0,0,0,3,0,19,5,0,0,0,0,0,2,2,0,1,5,0,0,0,1,0,0,2,0,0,1,0
"Otu0119",0,0,14,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,28,7,0,0,0,9,1,16,0,0,0,0,0,0,1,0,4,5,24,0,0,0,0,0,5,0,0,0,0,0
"Otu0120",0,0,0,0,8,0,0,0,11,1,0,0,3,5,0,0,0,11,0,0,0,2,18,1,1,0,8,18,0,0,0,0,1,8,8,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu0121",0,0,0,0,0,0,0,0,28,0,0,0,0,1,0,0,0,49,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu0122",0,0,4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,23,0,4,0,0,5,0,0,0,0,0,9,0,13,22,6,0,0,0,0,3,4,0,4,12,0,0,0,0,0,0,0,0,0,4,0
"Otu0123",0,0,1,1,0,2,0,0,3,0,5,5,0,0,0,0,0,0,6,1,0,0,2,0,4,2,0,0,14,0,1,0,2,0,1,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,12,9,36,2
"Otu0124",0,0,64,0,0,1,0,0,7,0,0,31,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu0125",0,0,0,0,0,0,0,1,0,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,6,31,0,0,0,0,7,5,4,0,0,0,0,0,0,0,1,0,0,1,0,0
"Otu0126",0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0
"Otu0127",0,0,0,0,2,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28,1,0,0,0,0,0,1,12,0,0,0,0,0,0,9,4,21,4,7,0,0,0,7,1,0,0,0,0,0,0
"Otu0128",0,0,1,0,0,2,0,0,2,8,12,0,0,0,0,0,0,1,10,0,0,0,1,0,10,4,0,0,1,0,0,0,6,0,28,0,0,0,0,1,1,1,3,0,0,0,0,5,0,0,0,8,3,0
"Otu0129",0,0,2,0,0,0,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,3,5,3,2,3,0,1,0,7,0,0,0,0,0,0,0
"Otu0130",0,0,7,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,32,0,0,0,0,0,0,10,12,0,0,2,0,0,0,1,0,0,0,0,0,0,0
"Otu0131",0,0,0,14,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,69,0,0,0,0,1,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,2,0,1,0,0,0,0,0
"Otu0132",0,0,17,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,1,4,35,0,0,0,2,0,4,0,0,0,0,0,0,5,2,5,1,0,0,0,0,5,0,11,0,0,0,0,0
"Otu0133",0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,22,11,0,0,0,2,20,20,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"Otu0134",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,30,0,0,0,0,0,5,9,40,0,6,0,0,0,0,0,0,0,0,0,2,0
"Otu0135",0,0,10,0,0,0,0,0,0,24,0,2,0,0,0,0,0,0,0,0,0,0,1,0,7,11,0,1,0,1,0,29,0,0,0,0,0,0,0,2,8,0,0,0,0,0,2,0,0,0,0,0,0,0
"Otu0136",0,0,22,36,1,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,0,0,0,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu0137",0,0,0,0,0,1,0,0,27,5,14,6,0,0,0,0,0,25,0,0,0,0,9,0,0,4,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Otu0138",0,0,0,0,0,0,0,30,4,31,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu0139",0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29,18,0,1,0,2,0,14,1,0,0,0,0,0,2,0,4,3,10,1,0,1,0,0,0,0,0,1,0,0
"Otu0140",0,0,5,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,1,0,0,3,0,46,1,0,0,0,0,2,7,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,1,0,0,2,1,0
"Otu0141",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,8,35,0,0,0,0,0,0,0,0,1,0,0
"Otu0142",0,0,0,0,1,0,0,0,4,1,1,1,1,1,0,0,0,10,0,1,0,0,6,5,1,0,27,4,0,0,0,0,1,16,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Otu0143",0,0,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,3,0,1,0,0,3,0,35,1,0,0,0,2,6,10,0,1,0,0,0,2,1,2,1,14,0,0,0,2,0,0,0,0,0,2,0
"Otu0144",0,0,44,0,1,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,4,2,0,0,4,0,0,0,2,0,4,0,0,7,0,0
"Otu0145",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,2,0,3,0,0,0,0,0,0,0,0,0,44,5,0,0,0,0,7,7,7,1,4,0,0,0,6,0,0,0,0,0,0,0
"Otu0146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu0147",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,22,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Otu0148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
"Otu0149",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,21,11,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu0150",0,0,0,0,0,0,0,0,26,0,0,0,0,36,0,0,0,13,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Otu0151",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,7,0,0,0,0,0,3,2,0,0,0,0,0,1,1,6,5,35,2,2,0,0,0,9,0,0,0,0,0
"Otu0152",7,0,0,0,0,1,0,1,0,0,0,0,0,2,20,16,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu0153",0,0,1,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,1,0,3,0,0,0,34,5,0,0,0,0,0,7,2,0,0,0,0,0,1,0,9,1,8,0,0,1,1,0,0,0,0,0,0,1
"Otu0154",5,0,1,0,3,0,0,0,8,0,0,0,0,1,6,0,0,12,0,0,0,1,11,0,0,1,1,2,0,0,0,0,0,0,1,1,24,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0
"Otu0155",0,0,9,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,4,0,0,0,0,0,1,2,39,1,5,0,0,0,0,0,0,1,0,0,0,0
"Otu0156",0,0,6,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,12,9,3,0,0,0,2,0,1,4,0,0,0,0,0,0,0,0,3,16,4,1,0,3,1,0,1,0,0,0,0
"Otu0157",0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,68,1,1,0,0,0,0,0,0,0,0,0,0,0
"Otu0158",0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,0,0,0,0,0,16,2,0,0,0,0,0,7,4,12,0,5,0,0,0,0,0,0,0,0,0,0,0
"Otu0159",0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,17,2,0,0,0,0,0,4,0,1,5,27,0,0,0,0,0,0,0,0,0,0,0
"Otu0160",0,0,0,0,1,0,0,14,1,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,8,0,0,0,0,0,0,1,3,7,0,0,0,0,0,1,0,0,0,0,0,0,0
"Otu0161",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"Otu0162",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
"Otu0163",0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,6,4,0,0,0,0,0,20,1,0,0,0,0,0,4,5,7,2,17,0,0,0,1,0,1,0,0,1,0,0
"Otu0164",4,0,0,0,0,0,0,3,0,0,0,0,0,0,16,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu0165",0,0,0,0,9,1,0,0,11,2,3,0,0,0,0,0,0,8,0,0,1,1,2,4,0,1,11,6,1,0,0,0,0,9,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Otu0166",0,0,2,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,0,1,0,0,0,22,0,0,0,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0
"Otu0167",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,16,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,21,15,0
"Otu0168",0,0,0,0,0,0,0,11,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,17,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,3,13,2,0,0,6,0,0,0,1,0,0,0
"Otu0169",0,0,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,3,32,2,9,0,0,0,0,0,0,0,1,0,0,0
"Otu0170",0,0,15,0,1,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,20,0,0,0,0,0,0,1,0,0,0,2,0,0,0
"Otu0171",0,0,13,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,6,30,0,0,0,1,0,7,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Otu0172",0,0,0,0,0,0,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu0173",0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,24,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu0174",0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,24,0,0,0,4,0,0,0,0,0,0,0,0,3,4,0,1,18,0,0,0,0,0,0,0,0,0,0,0
"Otu0175",0,0,18,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"Otu0176",0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,2,0,3,20,1,0,0,0,0,0,6,0,1,4,8,1,0,0,0,0,1,0,0,2,0,0
"Otu0177",0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,37,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu0178",0,0,0,0,0,0,0,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu0179",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,29,6,0,0,0,0,1,2,3,2,8,0,0,0,0,0,0,0,0,0,0,0
"Otu0180",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0,11,0,0,0,0,0,0,1,3,0,0,0,2,0,0,3,0,0,0,0,0,8,0
"Otu0181",0,0,18,0,1,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,2,2,2,0,0,0,4,0,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,0
"Otu0182",0,0,0,0,1,2,0,0,3,10,3,1,0,0,0,0,0,3,0,0,0,1,1,3,1,2,0,0,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,6,5,2
"Otu0183",0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,33,1,0,0,0,0,3,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Otu0184",0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu0185",0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,4,0,5,0,0,0,0,0,0,12,13,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"Otu0186",0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,0,0,0,2,6,21,0,1,0,0,0,0,0,0,0,0,0,0,0
"Otu0187",0,0,21,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,2,3,3,16,0,0,0,3,0,0,0,0,0,0,0
"Otu0188",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,0,1,0,0,1,6,1,0,0,0,0,0,0,2,5,0,1,0,1,0,0,0,0,0,0,1,0,0
"Otu0189",0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,2,0,0,0,0,0,0,0,0,0,0,0
"Otu0190",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,5,0,0,0,0,1,5,13,19,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0
"Otu0191",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,1,0,8,22,0,0,0,2,0,5,0,0,0,0,0
"Otu0192",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu0193",0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,14,0,0,5,0,0,0,0,0,1,0,0,0,0
"Otu0194",0,0,0,0,0,0,1,0,23,1,0,0,0,0,0,0,0,17,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu0195",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,27,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu0196",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,4,0,0,0,1,0,0,11,0,0,0,0,0,4,3,7,0,2,0,1,0,5,0,0,0,0,0,0,0
"Otu0197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,6,0,0,0,0,0,3,5,0,0,0,0,0,1,0,4,0,18,0,0,0,0,0,0,0,0,0,0,2
"Otu0198",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,21,0,0,0,0,0,0,1,1,1,5,3,2,0,0,1,0,1,0,0,4,0,0
"Otu0199",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,20,0,0,0,0,1,0,8,0,0,0,0,0,3,2,0,1,5,0,1,0,0,0,0,0,0,0,0,0
"Otu0200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu0201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu0202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,36,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Otu0203",0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,8,4,0,0,0,0,0,7,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0
"Otu0204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu0205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,2,0,0,0,6,0,7,0,0,1,0,0
"Otu0206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,0,0,0,0,0,1,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Otu0207",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,29,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0
"Otu0208",0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,11,12,0,3,9,0,0,0,0,0,0,0,0,0,0,0
"Otu0209",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu0210",0,0,24,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu0211",0,0,0,0,0,0,0,2,0,30,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu0212",0,0,2,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,1,0,0,0,4,0,3,0,0,0,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0
"Otu0213",0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,11,5,1
"Otu0214",0,0,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu0215",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0,0,6,0,0,0,1,0,0,2,0,0,1,2,0,0,0,0,0,1,4,0,2,5,1,0,0,0,0,0,0,0,1,5,2
"Otu0216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,3,0,0,0,0,0,3,3,0,8,13,1,1,0,0,0,0,0,0,0,0,0
"Otu0217",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,22,0,0,0,0,0,6,0,0,0,0,0
"Otu0218",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,28,0,0,0,0,0,0,0
"Otu0219",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,1,3,22,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0
"Otu0220",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,17,0,0,0,0,0,0,0
"Otu0221",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,29,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
"Otu0222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,2,16,0,0,0,0,0,0,0,0,0,0,0
"Otu0223",0,0,1,0,0,6,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,1,4,0,0,0,0,0,0,0,0,0,0,0
"Otu0224",2,0,0,1,2,0,0,0,0,0,0,0,0,8,1,1,1,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,1,1,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu0225",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9,6,15,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Otu0226",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,1,6,0,0,0,4,1,0,1,0,0,0,0
"Otu0227",0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,5,0,0,0,0,0,6,0
"Otu0228",0,0,13,0,1,0,0,0,0,1,0,4,0,1,0,0,0,0,2,0,0,0,0,3,0,7,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
